,Unnamed: 0,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight
66,66,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-fe646b9a2e2948ad960df03b52411210?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=6BO2QaryjeLxYmLeM77SNl9N4SHnkIwx%2FdAxVqSgIxE%3D,108,329,34,37,0.15308988,0.46311009999999997,0.049157303,0.053370785
67,67,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-de40b0e0261e45b78f885cd6f3ab136f?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=qajzJ76XtmIb36j3%2Fo1KbM%2Fa%2Bml8h0zsQGiwnzCdDNM%3D,71,392,46,30,0.101123594,0.55159324,0.066011235,0.042134833
68,68,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-c18a32a666a44765b37806fe5c6b5bbc?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=FE%2BJI0JyLRAdrIpYNA7OvVhT2S9lJpW2lAAB53L4hDY%3D,123,313,32,42,0.17325526,0.44029608,0.045387994,0.060029282999999996
69,69,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-cb6806831aca48b6b9968d29be4285cd?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=csmFuP%2BiEDKSRytm02HPsjdRsXVsrhylfbRkagWRGFo%3D,156,316,39,31,0.22010739,0.44436312,0.055636898,0.043923866
70,70,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-93082aa09eed4641904eabfa11d4b155?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=%2BxnJKFAA%2B%2Fv80InL81YbQ6qJuT%2B%2FFlgtDnYvC7%2B557Q%3D,132,277,69,57,0.18643242,0.39019033,0.09809663,0.08052709
71,71,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-738155e3d24347188f59b0f62c676e5e?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=XZEXrvJbvYqA6E%2FL9b141s6IxZGJ0pqU4sverg6%2FsV8%3D,158,295,87,64,0.22303565,0.41508052,0.12298682,0.09077599
72,72,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-9e574ca3505c491587cda3cd3e51e03e?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=2wgpUUJD%2B2kyIJi9OY9DsmGqMpgCwJpLvI9LEl9pGhA%3D,147,343,26,20,0.20693022,0.48194242,0.03660322,0.029282577
73,73,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-c8fbbe4ce65f44f5949a0cb1818c99db?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=ac5d1LCOza9QXUuW5Hhnwk4Kta2or%2BqHWVnQYvrIj6o%3D,26,374,22,22,0.037091278,0.52586627,0.032210834,0.032210834
74,74,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-c8fbbe4ce65f44f5949a0cb1818c99db?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=ac5d1LCOza9QXUuW5Hhnwk4Kta2or%2BqHWVnQYvrIj6o%3D,4,379,22,22,0.006344573,0.5331869,0.032210834,0.032210834
75,75,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-bfc4dc023fdb4df1ab23ab7230ba07ad?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=%2FsiYBNXpVoOjYL8KflGF9VVDL3oGkkjRnFVq6RRWfCc%3D,174,270,23,23,0.24499758,0.37994143,0.033674962999999995,0.033674962999999995
76,76,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-8df50a4e0deb432183770bafedb796f4?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=b1E4aZV8%2FjgLO%2B5nKcCGe9cb%2Bypsf1%2BrFPY2mLvyAfM%3D,292,298,22,28,0.41044414,0.41947290000000004,0.032210834,0.03953148
77,77,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-14a897ca9f474e4b91db5aa92fd9602a?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=ZO4ODzKVVGrvZ7bAs3162wO0GQO2kvz6iGgKG%2Ffje8A%3D,468,391,42,31,0.6578819,0.54978037,0.060029282999999996,0.043923866
78,78,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-f623851b0b0945ebb29e77afcb5fbd67?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=RzspreVBzqGg1H9VQr5VYDRdAN9HhscZIVzrBjbFg%2Bk%3D,453,386,39,34,0.6373840999999999,0.5424597,0.055636898,0.04831625
79,79,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-992559672787457683366b4a67356d23?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=RhZna6WT%2Fh3ggEQG0%2BmbWpAfBXkrSnmNkTI1MYxSvnY%3D,62,391,52,26,0.08846531,0.5492923000000001,0.07331378,0.03660322
80,80,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-992559672787457683366b4a67356d23?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=RhZna6WT%2Fh3ggEQG0%2BmbWpAfBXkrSnmNkTI1MYxSvnY%3D,48,428,58,32,0.067937456,0.6005368000000001,0.08211144,0.045387994
81,81,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-eda7683afb2846acb015e9408c89d75b?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=T6mqyqVmdzFmoPxrs%2BalrjIvoSDuA0WbgN7xjeOZl7Y%3D,51,290,41,41,0.07223037,0.40775988,0.058565155,0.058565155
82,82,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-376e74fce666437ea919e0f7d90b7ebb?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=4Q%2BoiBjom7WPfWM50OCjPn%2BqGD6RLlygIVJ6DUAmO8g%3D,14,260,38,32,0.020985862,0.36530015,0.054172765,0.045387994
83,83,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-1f29166ea01f4d64844b903f9b15864f?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=dFS0XROJcMX%2Ft2ImtM6ytSvLZbCWQuUUeSbJ165Gn08%3D,547,409,53,39,0.7691557,0.57467055,0.07467057,0.055636898
84,84,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-1e3710c44e8749bfa2f67959be5c23fc?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=TdG%2B46l5e5zaB4ua8xX4VgmBgLun35df4awYkeCwnEo%3D,450,362,69,48,0.63299173,0.5087848,0.09809663,0.068814054
85,85,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-1e3710c44e8749bfa2f67959be5c23fc?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=TdG%2B46l5e5zaB4ua8xX4VgmBgLun35df4awYkeCwnEo%3D,386,346,61,43,0.5422157,0.48682284,0.0863836,0.06149341
86,86,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-1e3710c44e8749bfa2f67959be5c23fc?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=TdG%2B46l5e5zaB4ua8xX4VgmBgLun35df4awYkeCwnEo%3D,450,319,48,39,0.63299173,0.44875550000000003,0.068814054,0.055636898
87,87,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-34dc9602157e42a1a54506ac397e87b3?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=ogS%2FZ4iuqy3O2zjVfkCnIjHtonHtPFkUhRZFOj3jJjY%3D,526,414,36,33,0.7398731,0.58150315,0.05124451,0.046852122999999996
88,88,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-42453503c2484581b0dfadafdcd5c0d7?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=yRcTvCg4TTi60DZgqjZ7QpnCR0AigY%2BxBL4hq9Z1ZSQ%3D,476,361,47,34,0.66959494,0.50732064,0.06734992599999999,0.04831625
89,89,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-6c98d467c5e949f4b2dbbbc8f8733485?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=RPwEyflQO0dFyrf8pugHXGp1Cy3HVGqHGmqSpvkTneY%3D,494,442,29,30,0.6944851,0.62152267,0.04099561,0.042459738
90,90,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-370b867ff1c64bed8e54779bba5a9575?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=pc4F3ys3H3C5LpeZNy2WRvfgVOTid6nyAQuu2vYvcMY%3D,558,366,28,28,0.78379697,0.5146413,0.03953148,0.03953148
91,91,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-aca6d1efbf3241c39ad794f0e2a756c7?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=AjX3j6R5mWknTgOn39b%2B%2FlkSKbql9yCP2X3E3uiDrZE%3D,627,467,36,24,0.8817204,0.6551977,0.051319647999999995,0.033674962999999995
92,92,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-126bb0311bbf419586e0d0f580bd8e09?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=KsSjeaVXZfynZtqNdHKzyJQkEr3pQ6uOnKkKheX%2B9TE%3D,648,437,39,29,0.9111761999999999,0.614202,0.055636898,0.04099561
93,93,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-126bb0311bbf419586e0d0f580bd8e09?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=KsSjeaVXZfynZtqNdHKzyJQkEr3pQ6uOnKkKheX%2B9TE%3D,664,224,39,38,0.93313813,0.31551978,0.055636898,0.054172765
94,94,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-6017fac1432d4049bd7e90a44315ad63?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=bhcRyPwoKQ2wAu6C7qnBlaTRh%2FjuK06wmyBKsmqW8x4%3D,591,481,18,22,0.83064914,0.67585814,0.026354317999999998,0.032210834
95,95,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-6017fac1432d4049bd7e90a44315ad63?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=bhcRyPwoKQ2wAu6C7qnBlaTRh%2FjuK06wmyBKsmqW8x4%3D,570,472,19,22,0.8013665,0.6641451,0.027818449,0.032210834
96,96,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-0fab5788e5ab47d2a57bcd87aa1f14ea?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=OolZ394CToPx7%2FzKHuyU8pa2xNC%2BVqiVER9tjf3Njbk%3D,598,515,39,30,0.84089804,0.7240116999999999,0.055636898,0.042459738
97,97,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-0fab5788e5ab47d2a57bcd87aa1f14ea?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=OolZ394CToPx7%2FzKHuyU8pa2xNC%2BVqiVER9tjf3Njbk%3D,592,283,57,52,0.83211327,0.39751098,0.08052709,0.07320644
98,98,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-a5e6ecd4849f46c39822c30be5ea2179?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=Fe1YJ48DWYVpGmh6ExQkQbkIAK90X7qbpRfb%2F3VNpZY%3D,129,439,27,22,0.18204004,0.6171303000000001,0.03806735,0.032210834
99,99,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-8ce8f3733f274245a0456a9811ac46b9?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=SV2WI8sBAPFUJb5ccUvWtolkc%2FrGFmYeIuqwVsQjEF8%3D,67,317,31,30,0.095168374,0.44582725,0.043923866,0.042459738
100,100,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-8ce8f3733f274245a0456a9811ac46b9?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=SV2WI8sBAPFUJb5ccUvWtolkc%2FrGFmYeIuqwVsQjEF8%3D,113,328,29,31,0.16007811,0.46193266,0.04099561,0.043923866
101,101,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-7d0e0a550e1541589273374e803e4305?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=LUnw7bXNuKYynoobXfcS5SaXNfBkwU9zSZV7N%2FB7RZw%3D,348,451,41,37,0.48950708,0.6346999,0.058565155,0.052708637
102,102,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-64bbc66b65ca44ccb1ef4060314775d3?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=QQwWiFZXLp9eexVw5X%2F7nETtoXOg7xaBJ3QNJFoC5uU%3D,316,268,51,33,0.4441191,0.37701318,0.07174231,0.046852122999999996
103,103,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-faa9cba6ed2f4037b79fdd0353415fc8?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=pK7Ce0GXtW5If2yAmyyOQ0grzAnxkITuXPNTR1lQggU%3D,74,269,30,32,0.1044412,0.37847729999999996,0.042459738,0.045387994
104,104,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-e59a779e244c47b29332f5b80c55fd96?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=NUbBAbWN9OIah%2FulNznO1v532wMs94PbjwzHeC%2B%2BQAU%3D,55,327,41,34,0.07808688,0.46046853,0.058565155,0.04831625
105,105,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-2e39406e670f48968b8c141124e443f6?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=5ugwNHB1RSA2KoldmMsbG%2FkGuE0prP7DOvtIubcg2v4%3D,9,347,35,43,0.013665217,0.48779893,0.04978038,0.06149341
106,106,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-c0227b9e561f4a6da1afec1c37a061c4?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=llpQupoP24Qp5R9f%2BXB4MDwroASfQW1RvH%2B20J8h4UY%3D,59,341,33,28,0.083943404,0.4795022,0.046852122999999996,0.03953148
107,107,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-210b1e1a4be74e8e800fcf6aa55c1deb?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=1nbC1pJG0S4bqpeK1gaJbbVpXXJTyFGblDSZBYGZsUg%3D,191,425,26,27,0.26881722,0.5966325,0.03665689,0.03806735
108,108,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-c8db3fd20e3441edba8a8b88ba4ba1ca?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=ytbvmVnVlaYTS6oXpZuF5Rsr3SBm0MVY1eJ1DMy%2BpZk%3D,599,370,20,23,0.84236217,0.5204978,0.029282577,0.033674962999999995
109,109,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-1fd9fae02ad04dc197c4edbd4b2d0c97?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=JDY5yE4cn3VHo3Oi5kOuSIYz4159Id0oe4s8YkpEdPw%3D,642,308,29,21,0.90239143,0.43265006,0.04099561,0.030746706000000002
110,110,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-8cbebef6ccd04207906d9755505fcec7?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=2BJJIfNi4Tn8bRGyr%2Fj%2BT2J%2FnHIVUyCYmKJkSGO4UDs%3D,89,338,32,26,0.12640314,0.47510982,0.045387994,0.03660322
111,111,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-92d5fb125c6942f79e3d3758a9402af5?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=WC17nrwF3I2nkAfYvZcWvlYANXtlt2I%2FhAOtaz5YQns%3D,58,374,27,25,0.08247927599999999,0.5263543,0.03806735,0.03513909
112,112,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-c7e875aabe7548f4bbcd104f8cedb9d9?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=rsNBHglOMOe%2BsqQkjU9GfEFpQ0TYVxRyKrgz97dbCsc%3D,545,319,26,25,0.7662274,0.44875550000000003,0.03660322,0.03513909
113,113,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-7efd45814361449383671ef98a75188a?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=wS8kRYjbm5bNyiEcNv%2F0a56jL9CC1Zw6mSoOy2u6qQU%3D,563,349,31,29,0.7911176,0.49121523,0.043923866,0.04099561
114,114,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d2b3e6f9eac64c68be3399d4c34b9c70?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=1nTEGTdQurERgLcWog6tgtIYwrq930yoCfzQFLPhXq8%3D,501,271,38,38,0.704734,0.38140556,0.054172765,0.054172765
115,115,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-118431d9c45f4a6299e9c02f8e15566f?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=%2Ffvvp%2FFSOBZdfZBLIvFG%2F6Rwe%2FR8R1xMPN25CXCz2Fw%3D,113,437,26,25,0.16007811,0.614202,0.03660322,0.03513909
116,116,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-118431d9c45f4a6299e9c02f8e15566f?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=%2Ffvvp%2FFSOBZdfZBLIvFG%2F6Rwe%2FR8R1xMPN25CXCz2Fw%3D,151,439,27,27,0.21278673,0.6171303000000001,0.03806735,0.03806735
117,117,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-5bb515f40eb64e519fe8c5baec46d0db?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=G3y2vw%2Ffe4cBU0ur0%2BQZ8%2BMWEjiwqc88tgLdUSvhz%2FM%3D,102,318,54,34,0.14397268,0.44729137,0.0761347,0.04831625
118,118,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-52491c458d604e87bc1219946f6e1382?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=QLAwgeJgC8ZcH6L0Nx%2Bk70wKgvTADw%2BXtX%2F7lC0nTtU%3D,98,332,55,34,0.13811617,0.46632504,0.077598825,0.04831625
119,119,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-2d157335dd7c46e78a0c1263a10f40eb?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=lVJfH8oY%2Fej3AToh9X9iqtZxIeHFPYCz2YoCBNPeOdU%3D,113,403,64,44,0.16007811,0.5673499,0.09077599,0.06295754
120,120,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-90557261f4fd428f9db34b96413b4e82?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=4TJGaRN6jymORh%2F4gTyoaUTDpThdTvCKkUO%2F%2By5d3CI%3D,146,344,32,23,0.20546609,0.4838946,0.045387994,0.033674962999999995
121,121,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-90557261f4fd428f9db34b96413b4e82?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=4TJGaRN6jymORh%2F4gTyoaUTDpThdTvCKkUO%2F%2By5d3CI%3D,121,318,43,28,0.17032701,0.44729137,0.06149341,0.03953148
122,122,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-90557261f4fd428f9db34b96413b4e82?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=4TJGaRN6jymORh%2F4gTyoaUTDpThdTvCKkUO%2F%2By5d3CI%3D,177,338,34,36,0.24938996,0.47510982,0.04831625,0.05124451
123,123,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-90557261f4fd428f9db34b96413b4e82?sv=2019-12-12&se=2021-05-01T07%3A27%3A34Z&sr=b&sp=r&sig=4TJGaRN6jymORh%2F4gTyoaUTDpThdTvCKkUO%2F%2By5d3CI%3D,166,302,42,34,0.23328455,0.42484137,0.060029282999999996,0.04831625
0,0,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-8c74b0cb460b431d9701a0f47b8cf612/i-3d172f166ca14e438f475223ff7aaf30?sv=2019-12-12&se=2021-05-01T07%3A36%3A52Z&sr=b&sp=r&sig=5sUclo1Hkmo5RWvCLOQxPvMWhe0m%2B%2F7%2FCffZ2408ink%3D,189,287,37,40,0.37549406,0.5675234,0.07312253,0.078895465
1,1,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-8c74b0cb460b431d9701a0f47b8cf612/i-c1559604d73c46f9894914b8579fe820?sv=2019-12-12&se=2021-05-01T07%3A36%3A52Z&sr=b&sp=r&sig=XuilU6q8qKFqTfOFalUOv4J2vEJdtzzOz9ID1R5RFfA%3D,214,365,31,34,0.30196628,0.5136719,0.043539327,0.049157303
2,2,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-8c74b0cb460b431d9701a0f47b8cf612/i-c99ea511d41f42f3a0ea5fe995ccb552?sv=2019-12-12&se=2021-05-01T07%3A36%3A52Z&sr=b&sp=r&sig=nLgtxDoa6%2BKcKypP0S2sqYc5mSjvdLA%2BpkISjh3hrmc%3D,358,323,26,25,0.5028090000000001,0.45468313,0.037921347,0.036516852999999995
3,3,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-8c74b0cb460b431d9701a0f47b8cf612/i-c99ea511d41f42f3a0ea5fe995ccb552?sv=2019-12-12&se=2021-05-01T07%3A36%3A52Z&sr=b&sp=r&sig=nLgtxDoa6%2BKcKypP0S2sqYc5mSjvdLA%2BpkISjh3hrmc%3D,331,403,31,22,0.46488765,0.56704265,0.04494382,0.03230337
4,4,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-8c74b0cb460b431d9701a0f47b8cf612/i-c99ea511d41f42f3a0ea5fe995ccb552?sv=2019-12-12&se=2021-05-01T07%3A36%3A52Z&sr=b&sp=r&sig=nLgtxDoa6%2BKcKypP0S2sqYc5mSjvdLA%2BpkISjh3hrmc%3D,406,339,25,22,0.5716292,0.47715503,0.036516852999999995,0.03230337
5,5,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-8c74b0cb460b431d9701a0f47b8cf612/i-92d1688d7dae4c25aa566f44e9164bdc?sv=2019-12-12&se=2021-05-01T07%3A36%3A52Z&sr=b&sp=r&sig=P3dowO6Fmy4Ohm2Zf%2FJzZusFHo6M47SPCMjxjZdqAmI%3D,401,417,37,34,0.56320226,0.58670557,0.053370785,0.049157303
6,6,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-8c74b0cb460b431d9701a0f47b8cf612/i-8526e9f8fb934e2d8b5621a7ae8ee722?sv=2019-12-12&se=2021-05-01T07%3A36%3A52Z&sr=b&sp=r&sig=OrvfcF5gnsDZbz%2Fiujp6RN1%2BP80y3O985oQDeDbtJDk%3D,205,564,30,26,0.28932583,0.7931663000000001,0.042134833,0.037921347
7,7,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-8c74b0cb460b431d9701a0f47b8cf612/i-7707b686bf6f406a968f281d1dbe1697?sv=2019-12-12&se=2021-05-01T07%3A36%3A52Z&sr=b&sp=r&sig=Rhnc%2B7oevPphqxgmV%2BhlEznp6Rq0hvFxT1hd%2FiFJ%2FbI%3D,375,627,31,22,0.5266854000000001,0.8816494,0.04494382,0.03230337
