,Unnamed: 0,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight
66,66,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-af2f7d54f4e44aa69205aaac623e1a9e?sv=2019-12-12&se=2021-05-01T08%3A54%3A23Z&sr=b&sp=r&sig=x6cwfo9IXCK8i7DYDV%2F2kbcm%2FrY4KGcmVhUE9CgWZXY%3D,474,381,32,34,0.5313199000000001,0.53018665,0.035794184,0.047222223
67,67,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-50721ae3e7634e4b9e191ca0c0e1678c?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=dCmeJ30FF%2BHKlF8OdlnK4QvNjk0t8jfkTxBxvMtosKo%3D,449,345,27,36,0.5033557,0.48018664,0.03131991,0.05
68,68,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e8ef23a7f8d14808acc4f54d9508459e?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=f968O%2F2vLI1l9FB0ePMW2j9CEToTuT2VSWpRZa0HqTo%3D,413,386,42,22,0.4619687,0.5371311,0.048098434,0.030555556
69,69,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e8ef23a7f8d14808acc4f54d9508459e?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=f968O%2F2vLI1l9FB0ePMW2j9CEToTuT2VSWpRZa0HqTo%3D,473,388,45,27,0.5302013000000001,0.5399088000000001,0.051454137999999996,0.0375
70,70,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1654cab5edf54cad9799a39b8c96e7ec?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Two9yDh4aJKmJoNjfVsSwpZbLTPSGIj31TscP9Cnd3o%3D,462,396,43,32,0.515625,0.5502557,0.04910714,0.044382803
71,71,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ce9a5b7d1e0742438dfebaf1bfd1cd4e?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=0iMSiMTgBK8gVLJxcYZYy8Xkc6vUn%2FOpI3Z99FN0YQw%3D,457,362,40,32,0.5111857,0.50379777,0.04474273,0.044444446
72,72,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ce9a5b7d1e0742438dfebaf1bfd1cd4e?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=0iMSiMTgBK8gVLJxcYZYy8Xkc6vUn%2FOpI3Z99FN0YQw%3D,473,298,71,52,0.5290828000000001,0.41490886,0.07941835,0.072222225
73,73,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-b9b7197d0d2f4818a4f53366ac36321f?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Zt6pQwjQyp%2FADNZB6NlZQFXHQk0sJe6kN%2Bwk4vtajs8%3D,474,309,74,45,0.52960896,0.43018663,0.08268157,0.0625
74,74,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-b9b7197d0d2f4818a4f53366ac36321f?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Zt6pQwjQyp%2FADNZB6NlZQFXHQk0sJe6kN%2Bwk4vtajs8%3D,455,362,43,38,0.5083799,0.50379777,0.04916201,0.05277778
75,75,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e10bd90990fc404ab65b951680502c6b?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=5xJvnIN%2Bf98Qioh8WQgwkINrMdMtGgnUH6J47C9RLTE%3D,439,362,74,68,0.49105147,0.50379777,0.08277405,0.094444446
76,76,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e10bd90990fc404ab65b951680502c6b?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=5xJvnIN%2Bf98Qioh8WQgwkINrMdMtGgnUH6J47C9RLTE%3D,520,319,48,61,0.58277404,0.44407552,0.054809842000000004,0.08611111
77,77,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-852232bce96a4ac9bd0e84ee6e7e195a?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=oorBnvWRsqyxLrG5RKDghOZCgEJgkQL0IiZPzRSYCSw%3D,488,323,94,60,0.5458613,0.44963107,0.10626398,0.08472222
78,78,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-0d3f9553d3ca413d83547a24fb203d3f?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=nNp2BL9dkD5nqyxv%2BfRLbzmbraeL0tHgrPY7Z2ce4C4%3D,366,364,40,37,0.41051453,0.5065755,0.045861295999999996,0.05138889
79,79,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-f99ae6391cd94ddfbdb2005ffc4e5920?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=KKj5rJ539zdZ%2B41z7jtWyS4gEiR6CamRh3G7IRLk7UM%3D,468,283,51,46,0.52348995,0.3940755,0.058165547000000005,0.06388889
80,80,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-f99ae6391cd94ddfbdb2005ffc4e5920?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=KKj5rJ539zdZ%2B41z7jtWyS4gEiR6CamRh3G7IRLk7UM%3D,410,242,65,31,0.45861298,0.33713108,0.0738255,0.043055557
81,81,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e8ddbedaeced41eeabd5943df3888afb?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=ovszL2viLIJmPRTW46qKOyavkbtBZWrt58BLYUN4axY%3D,470,286,52,64,0.5251397,0.39824218,0.05810056,0.09027777599999999
82,82,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e8ddbedaeced41eeabd5943df3888afb?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=ovszL2viLIJmPRTW46qKOyavkbtBZWrt58BLYUN4axY%3D,390,244,58,88,0.4368715,0.33990887,0.06480447,0.12361111
83,83,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-8a5d0e21d5734ccd91f37cee0837cdbe?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=t1YKTFqTF4VrfxTnrbqjzyBcI36VbwdwBG6CyATXsF0%3D,392,245,59,66,0.43959729999999997,0.34129775,0.06599553,0.093055554
84,84,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-8a5d0e21d5734ccd91f37cee0837cdbe?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=t1YKTFqTF4VrfxTnrbqjzyBcI36VbwdwBG6CyATXsF0%3D,353,331,47,39,0.39597315,0.46074218,0.05257271,0.054166667
85,85,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-669438f42a7d428a898ef1e996063d5e?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=RJWigEgwv8Qag1sND5PUF4R3aIWNoDgeRAjUnkBcKy8%3D,404,244,87,68,0.45251396,0.33990887,0.09832402,0.09583333
86,86,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-5e233d4f830740a1a6df2182a87fe952?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Zew2hbtxNZIApNIcFFVWnViO1itNJxhzXZqiZ%2FiJgb0%3D,418,253,71,39,0.46868008,0.35240886,0.07941835,0.054166667
87,87,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-eb17b723db7547bc9cabc1ed019dc711?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=YBZOQuGcOCw2jyH3yg8lL2faL9yrIQuQYAcG4aOS6Kg%3D,423,267,75,24,0.47315437,0.3718533,0.085011184,0.033333335
88,88,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-5c1ede411e5140af93b74ee2f5532ff2?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=v7VbKileaT1q0P8b1h9c9BLORFfyWToTtm46bd%2FTf7g%3D,488,360,29,31,0.5458613,0.50101995,0.03243848,0.043055557
89,89,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-04a0b44c33fc4138bcb63c6f0956b8f8?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=RUpr4VIAXZwMBhrcYEczbHp1LT33psyR9KeFBXC02CM%3D,340,389,34,32,0.3803132,0.54129773,0.03803132,0.044444446
90,90,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-f1fd51f2dcfc4409a748f7095c9ebd33?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Mh1NyyQFNzGkUz3%2BtF%2BHg%2FEvSisqH7TlYn9Txc7N5sM%3D,460,312,55,55,0.5139353,0.43375087,0.062430322,0.0776699
91,91,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-9531e5807452463db69b0d6fabe29f79?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=rCuX1qpYEbzoRtnMXK7dbGfR9b%2F7N6pj237WUo1O9QE%3D,498,332,55,38,0.5570470000000001,0.46213108,0.061521254000000004,0.05277778
92,92,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-54a41583584e43e4899db48979048762?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=b9veyZ6wJao9X2LUFsPdse2fjcBvE%2Ffc3jKMrYrKcuU%3D,493,293,32,82,0.5525727,0.4079644,0.03691275,0.115277775
93,93,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cf3e02403c204f689a7b83e29aa965ce?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=sHJljOlbVqunbt3c7c%2B%2B%2Bq71fOnOv7sy22ogowAjKEA%3D,461,363,68,50,0.5167785,0.5051866,0.077181205,0.07083333
94,94,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cf3e02403c204f689a7b83e29aa965ce?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=sHJljOlbVqunbt3c7c%2B%2B%2Bq71fOnOv7sy22ogowAjKEA%3D,412,388,40,64,0.46085012,0.5399088000000001,0.045861295999999996,0.09027777599999999
95,95,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-4df238690e0848e2bccb76b511821001?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=1ujBilcP%2F84JcK%2FziXaPaKu0vsaiAPks3pU%2FNlIpttg%3D,402,404,51,45,0.45078298,0.56213105,0.058165547000000005,0.0625
96,96,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-4df238690e0848e2bccb76b511821001?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=1ujBilcP%2F84JcK%2FziXaPaKu0vsaiAPks3pU%2FNlIpttg%3D,461,364,71,45,0.5167785,0.5065755,0.08053691,0.0625
97,97,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c6956bd810b2454586500227775e7912?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Lvgtkb7Sd%2BT9H2dNPtvyIo6N91IM6dstASFTxFWb2gA%3D,488,369,40,50,0.5458613,0.51351994,0.045861295999999996,0.07083333
98,98,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c6956bd810b2454586500227775e7912?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Lvgtkb7Sd%2BT9H2dNPtvyIo6N91IM6dstASFTxFWb2gA%3D,394,400,45,33,0.44183445,0.55657554,0.051454137999999996,0.045833334
99,99,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-4ff08403fe244ef59cb1b9325f905082?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=0ameflaej4Al5BTpF0O0ArD5WeZmriIc1wFboj7xwVg%3D,497,402,23,32,0.55530727,0.5593533,0.026815642,0.044444446
100,100,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-0bb0ee4debd14b67bc4bac6bd18a2edc?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=tIsWJGGwSzuIyBx4Io1B6imM6XnRECrThKjT%2FnKGyBU%3D,494,400,27,35,0.55369127,0.55657554,0.03131991,0.048611112000000005
101,101,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-11e1f27804a74d4cb426a491108d6060?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=GSB4%2Fzg5kMFl3%2Bjkyz1TwE7sfBn7vWg78E9WqC6gxEk%3D,500,427,37,21,0.55915177,0.5932516,0.042410712999999996,0.029126213999999997
102,102,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-9b5234b8b3244ec8aeeeb7a5d8c122cb?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=hM0eiti9rdUDOWWACsZzXdWyKwr2FgIUPFZFTkpUdk4%3D,535,402,21,33,0.59843403,0.5593533,0.024608500000000002,0.045833334
103,103,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-6090c8c74e604e5dbd70404a3abc202f?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=9SVjQipQWgdbBBGR3H9y7jJ0ieF6EZt46ysRiWuaJqw%3D,533,402,27,47,0.59731543,0.5593533,0.03131991,0.06527778
104,104,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-7491854d03c64780a8721caeadc09499?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=i1XjCU3pkN6t2NrHTqV6icrOYHj7QcGlrXrCPVVhqtc%3D,528,403,36,50,0.58928573,0.5599645000000001,0.04129464,0.07073509
105,105,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cbcf62e9475e482fb8ed77f3d75f2ca9?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=A9KAxzk3w6LcDOaQ0ioUCv5eD2SQc3CxaIT2yiCb4K4%3D,537,336,35,33,0.6017897,0.46768662,0.040268455,0.045833334
106,106,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cbcf62e9475e482fb8ed77f3d75f2ca9?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=A9KAxzk3w6LcDOaQ0ioUCv5eD2SQc3CxaIT2yiCb4K4%3D,490,356,39,38,0.54809844,0.4954644,0.043624163,0.05277778
107,107,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-79feaaa9b408494384ae2c0844cca5e0?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=v8BoNw5OwFb3kleE%2F6AAZIX03RgW8T33W%2Fl48hKH%2Fok%3D,453,374,68,41,0.50782996,0.5204644,0.077181205,0.056944445
108,108,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-79feaaa9b408494384ae2c0844cca5e0?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=v8BoNw5OwFb3kleE%2F6AAZIX03RgW8T33W%2Fl48hKH%2Fok%3D,361,379,64,35,0.4049217,0.52740884,0.07158837,0.048611112000000005
109,109,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c7cec0c051784b32aa278d7e7d48ee95?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=%2BHsVmv18EZGLQsEdNI%2FqVUzi6figKyWIiw1Z%2FZAnPtM%3D,460,369,55,46,0.5145414,0.51351994,0.06263982,0.06388889
110,110,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c7cec0c051784b32aa278d7e7d48ee95?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=%2BHsVmv18EZGLQsEdNI%2FqVUzi6figKyWIiw1Z%2FZAnPtM%3D,338,361,59,46,0.37919462,0.50240886,0.06599553,0.06388889
111,111,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cb26b6e351af4bc0956de7190abc80f1?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=4ahApIBMG5PkSPcplutWOGGy0sVjLN2s%2FH2OyAU3Vs8%3D,455,364,57,43,0.50894856,0.5065755,0.06375839,0.06111111
112,112,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cb26b6e351af4bc0956de7190abc80f1?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=4ahApIBMG5PkSPcplutWOGGy0sVjLN2s%2FH2OyAU3Vs8%3D,364,358,37,33,0.4082774,0.4982422,0.042505592,0.045833334
113,113,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d3e8b3abcb9c4240bc0f389d3b84e302?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=u8Bt6lQ7OSmriVB%2Ba%2BXL2RvfVf7A2rTCe50TaZZCy2g%3D,501,251,32,50,0.5604026999999999,0.34963107,0.03691275,0.07083333
114,114,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fad936ec54ec4e3faa45752526f2dd95?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=1a8%2BDgY%2BbOwizXyLmdsLluBROZHp%2BIImuwBM0%2F6BRDs%3D,477,230,37,29,0.5346755999999999,0.32046440000000004,0.041387025,0.04027778
115,115,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-aa5ece213b2e42ada3929a9c40f7e21e?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=8%2F65Zm9I7wamfbibGdTokA8RCEUZmuCqnTqxmHNHZ7A%3D,383,382,43,48,0.42905027,0.5315755,0.04916201,0.068055555
116,116,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-aa5ece213b2e42ada3929a9c40f7e21e?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=8%2F65Zm9I7wamfbibGdTokA8RCEUZmuCqnTqxmHNHZ7A%3D,499,295,19,33,0.5575419,0.41074220000000006,0.022346368,0.045833334
117,117,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-33e16df985964c16948cf2c6d5877898?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=1poGqKd%2FD3yqXwYd8Aq7GXAkaX7EHVpqsg4V%2BCtrlRo%3D,501,433,37,34,0.5604026999999999,0.6024088000000001,0.042505592,0.047222223
118,118,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-33e16df985964c16948cf2c6d5877898?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=1poGqKd%2FD3yqXwYd8Aq7GXAkaX7EHVpqsg4V%2BCtrlRo%3D,505,384,39,31,0.5659955,0.5343533,0.043624163,0.043055557
119,119,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-2b7d8b523043491cb66f73cb0d6b3422?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Z9omnIaG04zN7OLw3AeaF6SvZ6KGYix1m0xPd4RU%2BvE%3D,485,421,60,40,0.54362416,0.5857422,0.06823266,0.055555556
120,120,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-2b7d8b523043491cb66f73cb0d6b3422?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=Z9omnIaG04zN7OLw3AeaF6SvZ6KGYix1m0xPd4RU%2BvE%3D,501,382,29,26,0.5604026999999999,0.5315755,0.033557046,0.036111113
121,121,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-514e6437f5a1422ea1a0b5fdb5d56112?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=7lV1sa5zAYnQzAG%2FLy39V5Lrl8EyKHn7Vd%2B5Fnf6%2Bjs%3D,466,404,61,32,0.52237135,0.56213105,0.06935123,0.044444446
122,122,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-514e6437f5a1422ea1a0b5fdb5d56112?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=7lV1sa5zAYnQzAG%2FLy39V5Lrl8EyKHn7Vd%2B5Fnf6%2Bjs%3D,493,355,27,48,0.5525727,0.4940755,0.03131991,0.068055555
123,123,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-93d9c0ef6a354012b8325795e89b457a?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=lxnQfl%2B31VPnaWZNu4pSzWCPpCcS4Fz0E6hV0APDM4o%3D,463,413,49,25,0.51785713,0.57383406,0.0546875,0.036061026
124,124,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-17f5f96157264b85b39ddd10afd46e86?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=2yIvHOSzKBoXecNV1NrgVMm8z82q9pMh7mXknH8o9cM%3D,505,115,37,23,0.5659955,0.1607422,0.042505592,0.031944446
125,125,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-17f5f96157264b85b39ddd10afd46e86?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=2yIvHOSzKBoXecNV1NrgVMm8z82q9pMh7mXknH8o9cM%3D,532,141,26,48,0.5950783000000001,0.19685329999999998,0.030201342000000003,0.068055555
126,126,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fa5c69062a024eb68a94ce1ca1fe7761?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=axcf86dlrjF6N%2BZWC7Ij7ZGkTTj4ER72aDGX941%2B7Fo%3D,336,310,42,55,0.37611607,0.43097693,0.046875,0.0776699
127,127,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-7f07b52585b2462389f698aae44d4095?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=lTFprNG3Q6JChg%2BZKBsRrj3EPkKCu%2FYANYepYp8KsB4%3D,337,314,46,36,0.37765363,0.43713108,0.05139665,0.05
128,128,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-0d166c5027994ec79addbff17fdc09f7?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=ab2Hn9TVHgVr0LcCyMrBI6GqqQE4K%2FTJV29REmrvPTs%3D,442,296,57,34,0.49004424,0.40760216,0.06415929,0.046703298
129,129,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c44748282e1143b0ac08c893bef3f859?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=1mdcgEflBNFyJa05YNkeszineBXaNnvlKmHcfrnaZ30%3D,424,288,75,37,0.47427294,0.40101996,0.085011184,0.05138889
130,130,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-80aa415a088f49d08b3ecf95aef8c0cc?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=ra0KoNoKUV31e%2BUT1lgI7iKdhtC2HGgO7%2Fs4xcRpCgw%3D,427,290,71,35,0.4765625,0.4032377,0.08035714,0.04993065
131,131,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-32b4c590a86142fa89d1e8edd9b35799?sv=2019-12-12&se=2021-05-01T08%3A54%3A57Z&sr=b&sp=r&sig=YFVAj5Mdk9%2BPrCmrLqqzdEf63naf%2BxueuHDtDAWJgU8%3D,458,287,43,33,0.51116073,0.3990768,0.04910714,0.045769765999999996
