,Unnamed: 0,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight,fileName
54,54,/media/tohn/SSD/prostate_custom/train/prostate_custom_54.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-aa7396af1bd54964a270f1d8fc248719?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=Umz3H6iNfHBZxaWcS9ccBaLxUOVCYvgKqYxrsFfwZHE%3D,403,332,32,41,0.45190156,0.46213108,0.03691275,0.056944445,prostate_custom_54.jpg
55,55,/media/tohn/SSD/prostate_custom/train/prostate_custom_55.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-aa7396af1bd54964a270f1d8fc248719?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=Umz3H6iNfHBZxaWcS9ccBaLxUOVCYvgKqYxrsFfwZHE%3D,381,311,21,40,0.4261745,0.4329644,0.024608500000000002,0.055555556,prostate_custom_55.jpg
56,56,/media/tohn/SSD/prostate_custom/train/prostate_custom_56.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-357f20714bb54c4aadcf0f0033a17890?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=pU3MEJHocSvlWLb%2FOjkD0YHtG8DRefmJrHKame30PZs%3D,442,377,40,39,0.49552572,0.5246311,0.045861295999999996,0.054166667,prostate_custom_56.jpg
57,57,/media/tohn/SSD/prostate_custom/train/prostate_custom_57.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-357f20714bb54c4aadcf0f0033a17890?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=pU3MEJHocSvlWLb%2FOjkD0YHtG8DRefmJrHKame30PZs%3D,360,401,82,52,0.40268457,0.5579644,0.09284116,0.072222225,prostate_custom_57.jpg
58,58,/media/tohn/SSD/prostate_custom/train/prostate_custom_58.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-357f20714bb54c4aadcf0f0033a17890?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=pU3MEJHocSvlWLb%2FOjkD0YHtG8DRefmJrHKame30PZs%3D,348,356,81,40,0.38926175,0.4954644,0.09060403,0.055555556,prostate_custom_58.jpg
59,59,/media/tohn/SSD/prostate_custom/train/prostate_custom_59.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1a1c9d142a2e4ea8bdc33358c9355880?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=1cxOvM5TjaesvJbJ1JJE5TeAjkYicLqjEDd5AmAofvQ%3D,372,322,34,48,0.41610740000000007,0.44824220000000004,0.039149888,0.068055555,prostate_custom_59.jpg
60,60,/media/tohn/SSD/prostate_custom/train/prostate_custom_60.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1a1c9d142a2e4ea8bdc33358c9355880?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=1cxOvM5TjaesvJbJ1JJE5TeAjkYicLqjEDd5AmAofvQ%3D,373,414,72,23,0.41722596,0.57601994,0.08165548,0.031944446,prostate_custom_60.jpg
61,61,/media/tohn/SSD/prostate_custom/train/prostate_custom_61.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fbdd306392d94d8ca8e4a65664d18bc8?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=BShkoireGHGAOIACdoZr6ldE9iVlNEpspTIYB8PV9II%3D,381,396,53,37,0.42729306,0.55101997,0.059284117000000004,0.05138889,prostate_custom_61.jpg
62,62,/media/tohn/SSD/prostate_custom/train/prostate_custom_62.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fbdd306392d94d8ca8e4a65664d18bc8?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=BShkoireGHGAOIACdoZr6ldE9iVlNEpspTIYB8PV9II%3D,451,390,31,40,0.5044742999999999,0.54268664,0.034675617,0.055555556,prostate_custom_62.jpg
63,63,/media/tohn/SSD/prostate_custom/train/prostate_custom_63.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-afcc0cc6687c47f88e1d8c8c7f537365?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=sqepyXdP90gQ%2FUq%2BmdO9siTGYQAIoUhkI8bStdiFr2c%3D,468,282,51,52,0.5246085,0.39268664,0.058165547000000005,0.07361111,prostate_custom_63.jpg
64,64,/media/tohn/SSD/prostate_custom/train/prostate_custom_64.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e4e0ab78ba394c0180b59ef9e8d8c278?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=NiPkoJOeQMMYbUh6vwmURMNU54Wkd4v5Jc2%2FKR9pjVA%3D,477,364,44,34,0.5346755999999999,0.5065755,0.05033557,0.047222223,prostate_custom_64.jpg
65,65,/media/tohn/SSD/prostate_custom/train/prostate_custom_65.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-98afd54c59974d87a9c177e64a1ab50b?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=EsZhlZwbJ4U%2Ffq4V2jviQcwAzCBniHW4%2BP80wVZkbo4%3D,381,355,35,39,0.4261745,0.4940755,0.040268455,0.054166667,prostate_custom_65.jpg
66,66,/media/tohn/SSD/prostate_custom/train/prostate_custom_66.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-af2f7d54f4e44aa69205aaac623e1a9e?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=VPctp0aNEcMyEqitXdhmlN8VkNmecTqEojhv%2FlcXDKs%3D,474,381,32,34,0.5313199000000001,0.53018665,0.035794184,0.047222223,prostate_custom_66.jpg
67,67,/media/tohn/SSD/prostate_custom/train/prostate_custom_67.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-50721ae3e7634e4b9e191ca0c0e1678c?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=5qZ5z9%2BkgmiVjGDaMOmqI8kUduBRAkYgIaLC4xSPldY%3D,449,345,27,36,0.5033557,0.48018664,0.03131991,0.05,prostate_custom_67.jpg
68,68,/media/tohn/SSD/prostate_custom/train/prostate_custom_68.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e8ef23a7f8d14808acc4f54d9508459e?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=J1xHppMOsgTCtCAuBm9rj%2BnH7wefA729gxkOB1BZDyw%3D,413,386,42,22,0.4619687,0.5371311,0.048098434,0.030555556,prostate_custom_68.jpg
69,69,/media/tohn/SSD/prostate_custom/train/prostate_custom_69.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e8ef23a7f8d14808acc4f54d9508459e?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=J1xHppMOsgTCtCAuBm9rj%2BnH7wefA729gxkOB1BZDyw%3D,473,388,45,27,0.5302013000000001,0.5399088000000001,0.051454137999999996,0.0375,prostate_custom_69.jpg
70,70,/media/tohn/SSD/prostate_custom/train/prostate_custom_70.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1654cab5edf54cad9799a39b8c96e7ec?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=a8ZZhShUx%2B2St5ebFhSltPGh0832ZtUsnz3jGXT2vLM%3D,462,396,43,32,0.515625,0.5502557,0.04910714,0.044382803,prostate_custom_70.jpg
71,71,/media/tohn/SSD/prostate_custom/train/prostate_custom_71.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ce9a5b7d1e0742438dfebaf1bfd1cd4e?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=iyW2AHp1rkpl90Ax%2BuhFMLdDHnXlQwYXGAWMtoZKS4M%3D,457,362,40,32,0.5111857,0.50379777,0.04474273,0.044444446,prostate_custom_71.jpg
72,72,/media/tohn/SSD/prostate_custom/train/prostate_custom_72.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ce9a5b7d1e0742438dfebaf1bfd1cd4e?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=iyW2AHp1rkpl90Ax%2BuhFMLdDHnXlQwYXGAWMtoZKS4M%3D,473,298,71,52,0.5290828000000001,0.41490886,0.07941835,0.072222225,prostate_custom_72.jpg
73,73,/media/tohn/SSD/prostate_custom/train/prostate_custom_73.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-b9b7197d0d2f4818a4f53366ac36321f?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=K2C4CcnUWL5OF%2FejeRB3CxIfZXrJwZO3J8YXJo%2BwEVo%3D,474,309,74,45,0.52960896,0.43018663,0.08268157,0.0625,prostate_custom_73.jpg
74,74,/media/tohn/SSD/prostate_custom/train/prostate_custom_74.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-b9b7197d0d2f4818a4f53366ac36321f?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=K2C4CcnUWL5OF%2FejeRB3CxIfZXrJwZO3J8YXJo%2BwEVo%3D,455,362,43,38,0.5083799,0.50379777,0.04916201,0.05277778,prostate_custom_74.jpg
75,75,/media/tohn/SSD/prostate_custom/train/prostate_custom_75.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e10bd90990fc404ab65b951680502c6b?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=tGzzKXzKySXd7nPyjglkcijObT6R%2FJU2zTB0xIxs7nY%3D,439,362,74,68,0.49105147,0.50379777,0.08277405,0.094444446,prostate_custom_75.jpg
76,76,/media/tohn/SSD/prostate_custom/train/prostate_custom_76.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e10bd90990fc404ab65b951680502c6b?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=tGzzKXzKySXd7nPyjglkcijObT6R%2FJU2zTB0xIxs7nY%3D,520,319,48,61,0.58277404,0.44407552,0.054809842000000004,0.08611111,prostate_custom_76.jpg
77,77,/media/tohn/SSD/prostate_custom/train/prostate_custom_77.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-852232bce96a4ac9bd0e84ee6e7e195a?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=Hoq9HJCYPpngSApLrIXPoc8DwIldQsh9DVS5v15wZxw%3D,488,323,94,60,0.5458613,0.44963107,0.10626398,0.08472222,prostate_custom_77.jpg
78,78,/media/tohn/SSD/prostate_custom/train/prostate_custom_78.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-0d3f9553d3ca413d83547a24fb203d3f?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=tZDzkyxY%2FN83u0LoZS0Yt0DJEjmdeJ52A%2F3p08qYMT4%3D,366,364,40,37,0.41051453,0.5065755,0.045861295999999996,0.05138889,prostate_custom_78.jpg
79,79,/media/tohn/SSD/prostate_custom/train/prostate_custom_79.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-f99ae6391cd94ddfbdb2005ffc4e5920?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=S3fN7f6tphGApqDPk%2BnW4v5htvYid2Z8KaoJj49PUKM%3D,468,283,51,46,0.52348995,0.3940755,0.058165547000000005,0.06388889,prostate_custom_79.jpg
80,80,/media/tohn/SSD/prostate_custom/train/prostate_custom_80.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-f99ae6391cd94ddfbdb2005ffc4e5920?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=S3fN7f6tphGApqDPk%2BnW4v5htvYid2Z8KaoJj49PUKM%3D,410,242,65,31,0.45861298,0.33713108,0.0738255,0.043055557,prostate_custom_80.jpg
81,81,/media/tohn/SSD/prostate_custom/train/prostate_custom_81.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e8ddbedaeced41eeabd5943df3888afb?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=79IbCR2k5667wNV4kdhSzZtj5huOiALS%2BmwjPcaOaI4%3D,470,286,52,64,0.5251397,0.39824218,0.05810056,0.09027777599999999,prostate_custom_81.jpg
82,82,/media/tohn/SSD/prostate_custom/train/prostate_custom_82.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e8ddbedaeced41eeabd5943df3888afb?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=79IbCR2k5667wNV4kdhSzZtj5huOiALS%2BmwjPcaOaI4%3D,390,244,58,88,0.4368715,0.33990887,0.06480447,0.12361111,prostate_custom_82.jpg
83,83,/media/tohn/SSD/prostate_custom/train/prostate_custom_83.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-8a5d0e21d5734ccd91f37cee0837cdbe?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=aDTEjVevY6mX3086Evty6zEclCAlCbV192HYJcmWpYs%3D,392,245,59,66,0.43959729999999997,0.34129775,0.06599553,0.093055554,prostate_custom_83.jpg
84,84,/media/tohn/SSD/prostate_custom/train/prostate_custom_84.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-8a5d0e21d5734ccd91f37cee0837cdbe?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=aDTEjVevY6mX3086Evty6zEclCAlCbV192HYJcmWpYs%3D,353,331,47,39,0.39597315,0.46074218,0.05257271,0.054166667,prostate_custom_84.jpg
85,85,/media/tohn/SSD/prostate_custom/train/prostate_custom_85.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-669438f42a7d428a898ef1e996063d5e?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=5V5Mr1z0f4T0Wz6HCtZdyRnqq9DDG5qyLC7vjX6tFzo%3D,404,244,87,68,0.45251396,0.33990887,0.09832402,0.09583333,prostate_custom_85.jpg
86,86,/media/tohn/SSD/prostate_custom/train/prostate_custom_86.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-5e233d4f830740a1a6df2182a87fe952?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=a6HF%2BU%2FS8cdm5MIIjjvL7pBQbL73fb%2BmejZs7aeEDjY%3D,418,253,71,39,0.46868008,0.35240886,0.07941835,0.054166667,prostate_custom_86.jpg
87,87,/media/tohn/SSD/prostate_custom/train/prostate_custom_87.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-eb17b723db7547bc9cabc1ed019dc711?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=oWdEYxJA7L2ZTXhzTA4vcKnNGXt8HXSSljzaMOokfsA%3D,423,267,75,24,0.47315437,0.3718533,0.085011184,0.033333335,prostate_custom_87.jpg
88,88,/media/tohn/SSD/prostate_custom/train/prostate_custom_88.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-5c1ede411e5140af93b74ee2f5532ff2?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=gu9SM4uoeNQewNRk19SniB0SEGEXbrkL09foF%2BeHSwU%3D,488,360,29,31,0.5458613,0.50101995,0.03243848,0.043055557,prostate_custom_88.jpg
89,89,/media/tohn/SSD/prostate_custom/train/prostate_custom_89.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-04a0b44c33fc4138bcb63c6f0956b8f8?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=SEFYnKweZTcA%2Burpl5UBukB%2BukjNLleWarhoWfo3a0M%3D,340,389,34,32,0.3803132,0.54129773,0.03803132,0.044444446,prostate_custom_89.jpg
90,90,/media/tohn/SSD/prostate_custom/train/prostate_custom_90.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-f1fd51f2dcfc4409a748f7095c9ebd33?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=GxrlhzwkxvLEF9uGwYJLfgrRXSlOGDiL5L2uRdbVp8g%3D,460,312,55,55,0.5139353,0.43375087,0.062430322,0.0776699,prostate_custom_90.jpg
91,91,/media/tohn/SSD/prostate_custom/train/prostate_custom_91.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-9531e5807452463db69b0d6fabe29f79?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=fiptaUcj5VP6ZDX4t5YIaT6voRBCe%2F%2BI7KT91a%2F8Hvs%3D,498,332,55,38,0.5570470000000001,0.46213108,0.061521254000000004,0.05277778,prostate_custom_91.jpg
92,92,/media/tohn/SSD/prostate_custom/train/prostate_custom_92.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-54a41583584e43e4899db48979048762?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=HZrDHk8InG9mDXjgobm4382U14MvdE8%2Ft9M6WeqS0Ug%3D,493,293,32,82,0.5525727,0.4079644,0.03691275,0.115277775,prostate_custom_92.jpg
93,93,/media/tohn/SSD/prostate_custom/train/prostate_custom_93.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cf3e02403c204f689a7b83e29aa965ce?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=zJaAqwLVX1CiRn4zYocKf5HvYgWLNSQOK2uM6FbhcGM%3D,461,363,68,50,0.5167785,0.5051866,0.077181205,0.07083333,prostate_custom_93.jpg
94,94,/media/tohn/SSD/prostate_custom/train/prostate_custom_94.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cf3e02403c204f689a7b83e29aa965ce?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=zJaAqwLVX1CiRn4zYocKf5HvYgWLNSQOK2uM6FbhcGM%3D,412,388,40,64,0.46085012,0.5399088000000001,0.045861295999999996,0.09027777599999999,prostate_custom_94.jpg
95,95,/media/tohn/SSD/prostate_custom/train/prostate_custom_95.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-4df238690e0848e2bccb76b511821001?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=WAdfm6hVGl2KfwtFoWWBDqhcHtTmGTCLV%2BgsHlpbF78%3D,402,404,51,45,0.45078298,0.56213105,0.058165547000000005,0.0625,prostate_custom_95.jpg
96,96,/media/tohn/SSD/prostate_custom/train/prostate_custom_96.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-4df238690e0848e2bccb76b511821001?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=WAdfm6hVGl2KfwtFoWWBDqhcHtTmGTCLV%2BgsHlpbF78%3D,461,364,71,45,0.5167785,0.5065755,0.08053691,0.0625,prostate_custom_96.jpg
97,97,/media/tohn/SSD/prostate_custom/train/prostate_custom_97.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c6956bd810b2454586500227775e7912?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=hS%2FYQ%2BqwcUU2XUVbdDvYagpgg0KISDfSggVDZJ4Tv94%3D,488,369,40,50,0.5458613,0.51351994,0.045861295999999996,0.07083333,prostate_custom_97.jpg
98,98,/media/tohn/SSD/prostate_custom/train/prostate_custom_98.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c6956bd810b2454586500227775e7912?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=hS%2FYQ%2BqwcUU2XUVbdDvYagpgg0KISDfSggVDZJ4Tv94%3D,394,400,45,33,0.44183445,0.55657554,0.051454137999999996,0.045833334,prostate_custom_98.jpg
99,99,/media/tohn/SSD/prostate_custom/train/prostate_custom_99.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-4ff08403fe244ef59cb1b9325f905082?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=I%2B%2B87MGwXJ2bKEerPErSAFvfWcORGGR3KM2pTh8yOi0%3D,497,402,23,32,0.55530727,0.5593533,0.026815642,0.044444446,prostate_custom_99.jpg
100,100,/media/tohn/SSD/prostate_custom/train/prostate_custom_100.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-0bb0ee4debd14b67bc4bac6bd18a2edc?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=VI9FeTBoqMBD1dw56gBnbGV9oIS%2F4znOB02B56AoZUo%3D,494,400,27,35,0.55369127,0.55657554,0.03131991,0.048611112000000005,prostate_custom_100.jpg
101,101,/media/tohn/SSD/prostate_custom/train/prostate_custom_101.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-11e1f27804a74d4cb426a491108d6060?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=XzKqCVf9r66cW20pTQaVoUSyQWgrPdZV0Ws5GL2hRPQ%3D,500,427,37,21,0.55915177,0.5932516,0.042410712999999996,0.029126213999999997,prostate_custom_101.jpg
102,102,/media/tohn/SSD/prostate_custom/train/prostate_custom_102.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-9b5234b8b3244ec8aeeeb7a5d8c122cb?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=kF72NfTOCUcIFGyYKAuJF%2BhzYLuYwx2G5VQypDR1eFU%3D,535,402,21,33,0.59843403,0.5593533,0.024608500000000002,0.045833334,prostate_custom_102.jpg
103,103,/media/tohn/SSD/prostate_custom/train/prostate_custom_103.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-6090c8c74e604e5dbd70404a3abc202f?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=I9WmeVg9Hfhcvzbhvk%2BK738Tg%2B5DvRJiO7k9mjIi2lc%3D,533,402,27,47,0.59731543,0.5593533,0.03131991,0.06527778,prostate_custom_103.jpg
104,104,/media/tohn/SSD/prostate_custom/train/prostate_custom_104.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-7491854d03c64780a8721caeadc09499?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=YX4aOKl3ztKoX2TaHtV2NryQWFOvpmA24hQnuklSEBw%3D,528,403,36,50,0.58928573,0.5599645000000001,0.04129464,0.07073509,prostate_custom_104.jpg
105,105,/media/tohn/SSD/prostate_custom/train/prostate_custom_105.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cbcf62e9475e482fb8ed77f3d75f2ca9?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=XSCxmxTFXX5HqrQRgCPI7eCZnnb8T08iftNcYNSnxvw%3D,537,336,35,33,0.6017897,0.46768662,0.040268455,0.045833334,prostate_custom_105.jpg
106,106,/media/tohn/SSD/prostate_custom/train/prostate_custom_106.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cbcf62e9475e482fb8ed77f3d75f2ca9?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=XSCxmxTFXX5HqrQRgCPI7eCZnnb8T08iftNcYNSnxvw%3D,490,356,39,38,0.54809844,0.4954644,0.043624163,0.05277778,prostate_custom_106.jpg
107,107,/media/tohn/SSD/prostate_custom/train/prostate_custom_107.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-79feaaa9b408494384ae2c0844cca5e0?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=TL3X0sX2v0ro5cRAFCk%2BaQZygFVqPAKIFibVP2nSnpc%3D,453,374,68,41,0.50782996,0.5204644,0.077181205,0.056944445,prostate_custom_107.jpg
108,108,/media/tohn/SSD/prostate_custom/train/prostate_custom_108.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-79feaaa9b408494384ae2c0844cca5e0?sv=2019-12-12&se=2021-05-08T08%3A03%3A37Z&sr=b&sp=r&sig=TL3X0sX2v0ro5cRAFCk%2BaQZygFVqPAKIFibVP2nSnpc%3D,361,379,64,35,0.4049217,0.52740884,0.07158837,0.048611112000000005,prostate_custom_108.jpg
